2499	0
2500	0
2502	0
2504	0
2505	0
2511	0
2514	0
2515	0
2516	0
2518	0
2520	0
2522	0
2527	0
2529	0
2538	0
2539	0
2540	0
2543	0
2549	0
2551	0
2555	0
2558	0
2560	0
2563	0
2564	0
2569	0
2574	0
2576	0
2579	0
2581	0
2583	0
2584	0
2585	0
2586	0
2591	0
2596	0
2602	0
2604	0
2613	0
2614	0
2615	0
2616	0
2620	0
2621	0
2623	0
2624	0
2630	0
2638	0
2642	0
2643	0
2647	0
2648	0
2651	0
2655	0
2656	0
2657	0
2663	0
2667	0
2669	0
2670	0
2674	0
2677	0
2679	0
2681	0
2686	0
2687	0
2688	0
2695	0
2699	0
2701	0
2711	0
2712	0
2714	0
2716	0
2720	0
2726	0
2727	0
2748	0
2749	0
2752	0
2759	0
2761	0
2765	0
2769	0
2771	0
2772	0
2775	0
2777	0
2779	0
2782	0
2783	0
2785	0
2790	0
2791	0
2792	0
2794	0
2795	0
2806	0
2808	0
2813	0
2820	0
2824	0
2825	0
2827	0
2829	0
2830	0
2831	0
2833	0
2838	0
2841	0
2842	0
2844	0
2847	0
2852	0
2858	0
2859	0
2870	0
2872	0
2873	0
2874	0
2877	0
2878	0
2879	0
2882	0
2886	0
2888	0
2889	0
2890	0
2892	0
2895	0
2903	0
2904	0
2905	0
2906	0
2910	0
2912	0
2917	0
2920	0
2924	0
2937	0
2938	0
2939	0
2955	0
2956	0
2957	0
2966	0
2967	0
2968	0
2971	0
2975	0
2978	0
2979	0
2980	0
2981	0
2983	0
2984	0
2985	0
2991	0
2994	0
3000	0
3001	0
3002	0
3004	0
3005	0
3013	0
3014	0
3015	0
3021	0
3022	0
3024	0
3027	0
3028	0
3029	0
3033	0
3035	0
3038	0
3046	0
3053	0
3055	0
3064	0
3067	0
3074	0
3075	0
3076	0
3079	0
3086	0
3087	0
3091	0
3093	0
3095	0
3096	0
3100	0
3106	0
3114	0
3119	0
3121	0
3122	0
3124	0
3125	0
3128	0
3130	0
3131	0
3132	0
3133	0
3139	0
3147	0
3148	0
3152	0
3156	0
3158	0
3159	0
3163	0
3168	0
3171	0
3176	0
3178	0
3182	0
3183	0
3185	0
3187	0
3189	0
3190	0
3191	0
3194	0
3195	0
3206	0
3208	0
3213	0
3214	0
3218	0
3219	0
3224	0
3228	0
3231	0
3232	0
3234	0
3235	0
3236	0
3237	0
3239	0
3241	0
3243	0
3244	0
3249	0
3256	0
3257	0
3259	0
3262	0
3263	0
3264	0
3266	0
3268	0
3270	0
3276	0
3278	0
3279	0
3281	0
3285	0
3286	0
3288	0
3291	0
3297	0
3298	0
3301	0
3303	0
3305	0
3307	0
3309	0
3311	0
3312	0
3320	0
3323	0
3324	0
3325	0
3332	0
3333	0
3337	0
3338	0
3339	0
3342	0
3343	0
3347	0
3351	0
3352	0
3354	0
3356	0
3357	0
3359	0
3360	0
3363	0
3364	0
3367	0
